tokens,ner_tags
"['Anh' 'bạn' 'nằm' 'bên' 'rọi' 'đèn_pin' 'tìm' 'gì' ',' 'có' 'phải' 'anh'
 'tìm' 'con' 'dế' 'đang' 'cần_cù' 'dạo' 'bản_nhạc' 'đêm' 'của' 'Pritsvin'
 '?']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
['ở' 'vùng' 'này' 'như' 'vậy' 'là' 'cũng' 'khá' 'lắm' 'rồi' '.'],[0 0 0 0 0 0 0 0 0 0 0]
['Một' 'câu_chuyện' 'lạ_lùng' 'và' 'cảm_động' '...'],[0 0 0 0 0 0]
"['Sáng' '23' '-' '10' 'đoàn' 'công_tác' 'xã_hội' 'của' 'báo' 'Tuổi_Trẻ'
 'đã' 'đưa' '210' 'suất' 'quà' 'của' 'bạn_đọc' 'báo' 'Tuổi_Trẻ' 'lên'
 'vùng_cao' 'huyện' 'Nam_Trà_My' ',' 'trao' 'tận_tay' '210' 'hộ'
 'gia_đình' 'bị' 'thiệt_hại' 'nặng' 'do' 'lũ_quét' 'và' 'sạt_lở' 'núi'
 'tại' 'các' 'xã' 'Trà_Mai' ',' 'Trà_Tập' 'và' 'Trà_Nam' 'của' 'huyện'
 'Nam_Trà_My' '(' 'Quảng_Nam' ')' '.']","[0 0 0 0 0 0 0 0 3 4 0 0 0 0 0 0 0 3 4 0 0 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 5 6 0 5 0 5 0 5 6 0 5 0 0]"
"['Anh' 'cho' 'biết' 'đang' 'nghiên_cứu' 'qua' 'máy' 'nội_soi' 'kết_hợp'
 'với' 'thước' 'cản_quang' 'để' 'tán' 'sỏi' 'niệu_quản' 'ở' 'đoạn'
 'xương_chậu' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Đó' 'là' 'chăm_sóc' 'về' 'thể_chất' 'và' 'tinh_thần' 'cho' 'người'
 'nhiễm' 'HIV' 'để' 'từ' 'đó' 'quản_lý' 'ngăn_chặn' 'sự' 'lây_lan'
 'tiếp_theo' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Không' 'ai' 'tin' '.'],[0 0 0 0]
"['Thì_ra' 'tiếng' 'của' 'anh' 'chạy' 'xe' 'tên' 'Thành' ',' 'người' 'gốc'
 'Việt' ',' 'được' 'sinh' 'ra' 'trên' 'đất' 'bạn' '.']",[0 0 0 0 0 0 0 1 0 0 0 5 0 0 0 0 0 0 0 0]
['Ở' 'đây' 'Th' 'thiếu' 'nhiều' 'nhưng' 'cũng' 'rất' 'đầy_đủ' '.'],[0 0 1 0 0 0 0 0 0 0]
"['Sợ' 'mấy' 'đứa' 'nhỏ' 'đi' 'tiêu_chảy' 'nên' 'phải' 'mua' 'nước' 'đóng'
 'bình' 'về' 'làm' 'nước' 'uống' ',' 'nấu_ăn' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Tuấn' '""' 'cụt' '""' ',' 'vốn' 'đã' 'nhẵn_mặt' 'ở' 'phường' 'gà' 'này'
 ',' 'đặt_cược' 'cho' 'con' 'ô' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Vừa' 'dừng' 'lại' 'thì' 'một' 'xe' 'đi' 'ngang' 'quệt' 'vào' '/' 'của'
 'Tùng' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 1 0]
"['-' '""' 'Anh' 'nộp' 'đủ' 'rồi' '!' '""' '.']",[0 0 0 0 0 0 0 0 0]
"['Nhỏ' 'con_gái' 'nhắc' ':' '“' 'Phải' 'đun' 'sôi' 'mới' 'uống' 'chứ' ','
 'ba' '!' '""' ',' 'tôi' 'nạt' 'ngang' ':' '“' 'Đâu' 'phải' 'nước' 'giếng'
 ',' 'đây' 'là' 'nước' 'của' 'nhà_máy' 'nước' 'đấy' '”' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Thì_ra' 'cha' 'con' 'Tám' 'Hoà' 'đã' 'sắm' 'máy_bộ_đàm' 'để' 'dò' 'tin'
 'xem' 'có' 'ai' 'báo' 'tin' 'ghe_tàu' 'chìm' 'trên' 'biển' '.']",[0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Dù' 'khá' 'đắt' 'nhưng' 'tôi' 'vẫn' 'đồng_ý' '.'],[0 0 0 0 0 0 0 0]
"['Càng' 'nghĩ' 'nhiều' 'càng' 'thấy' 'mông_lung' 'và' 'thương' 'N.' 'Anh'
 ',' 'thương' 'cả' 'mình' 'nữa' '.']",[0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0]
"['Đợi' 'lúc' 'Hùng' 'vừa' 'từ' 'cơ_quan' 'đi' 'ra' ',' 'thám_tử' 'Thanh'
 'đến' 'Công_ty' 'K' 'xin' 'gặp' 'Hùng' '.']",[0 0 1 0 0 0 0 0 0 0 1 0 3 4 0 0 1 0]
"['Cậu' 'Dư' 'giở' 'lu' 'cho' 'tôi' 'xem' 'đám' 'bò_cạp' 'mà' 'mấy' 'ngày'
 'nay' 'cậu' 'bắt' 'được' '.']",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Hơn' 'một_phần_ba' 'thế_kỷ' 'đau_buồn' 'đã' 'trôi' 'qua' ',' 'giờ_đây'
 'quãng' 'đường' 'để' 'anh' 'về' 'với' 'quê_hương' 'đã' 'vơi' 'đi' 'quá'
 'nửa' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Tài_liệu' 'lưu_trữ' 'trong' 'các' 'kho' 'bảo_mật' 'hoặc' 'đã' 'mục_nát'
 ',' 'hoặc' 'đã' 'thất_lạc' 'gần' 'hết' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Từ' 'căn' 'nhà' 'của' 'Đinh' 'Nhiêu' 'có_thể' 'thu' 'vào' 'tầm_mắt'
 'một' 'mảng' 'lớn' 'của' 'cánh' 'đồng' 'Ayun_Hạ' '.']",[0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 5 0]
"['Định_thần' 'sau' 'sự_cố' ',' 'tôi' 'bình_tĩnh' 'quan_sát' '""' 'cơ_ngơi'
 '“' 'của' 'mình' ':' 'chiếc' 'thúng' 'chỉ' 'với' 'đường_kính' 'gần' '2'
 'm' ',' 'gia_tài' 'của' 'chủ' 'thúng' 'chỉ' 'có' 'dây' 'câu' ',' 'chiếc'
 'đèn' 'măng_xông' ',' 'mì' 'tôm' ',' 'một' 'bình' 'nước' 'đủ' 'uống'
 'cho' 'một' 'ngày' 'một' 'đêm' 'lênh_đênh' 'trên' 'biển' 'và' 'một'
 'chiếc' 'máy_bộ_đàm' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"['Còn' 'ông' 'Ba' 'Vân' 'quê' 'ở' 'Tây_Sơn' '(' 'Bình_Định' ')' 'kể'
 'khóm' 'ông' 'có' 'ba' 'hộ' 'gia_đình' 'đều' 'lâm' 'cảnh' 'vay' 'tiền'
 'ngân_hàng' 'làm_ăn' ',' 'lỗ' 'lớn' 'đã' 'gán' 'nhà' 'thế_chấp' 'vì'
 'không' 'có' 'khả_năng' 'trả' 'nợ' ',' 'cùng' 'bỏ' 'quê' 'lên' 'H’Bông'
 'làm_ăn' ',' 'may' 'gặp' 'anh' 'Phúc' 'cho' 'nhận' 'nuôi' 'mỗi' 'hộ' '50'
 '-' '70' 'con' 'bò' '.']","[0 0 1 2 0 0 5 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 5 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]"
"['Các' 'tài_xế' 'cho' 'biết' 'khung' '""' 'giá' '""' 'phải' 'chung' 'tại'
 'đây' 'cho' 'các' 'loại' 'xe_khách' ',' 'tải' 'nhỏ' 'bình_thường' 'có'
 'chở' 'hàng' '50.000' 'đồng' '/' 'xe' ',' 'các' 'xe' 'quá_tải' 'giá'
 '150._000' '-' '200.000' 'đ' '/' 'xe' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
"['Năm' '18' 'tuổi' ',' 'ông' 'vào' 'ngành' 'công_an' 'làm' 'lính' 'chữa'
 'cháy' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
['Anh' 'Hoà' 'kiên_quyết' 'nói' 'chỉ' 'có' 'một' 'nguyện_vọng' '.'],[0 1 0 0 0 0 0 0 0]
"['Sau' 'cơn' 'bão' 'số' '5' 'năm' '1997' ',' 'nữ' 'thuyền_trưởng'
 'duy_nhất' 'ở' 'VN' 'Nguyễn' 'Thị' 'Hồng' 'được' 'mọi' 'người' 'biết'
 'đến' 'như' 'hình_tượng' 'người' 'phụ_nữ' 'dũng_cảm' 'và' 'tài_đức' 'vì'
 'đã' 'có' 'công' 'cứu' 'sống' '36' 'mạng' 'người' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 5 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
"['Rời' 'quân_ngũ' 'sau' 'bảy' 'năm' '(' '1971' '-' '1977' ')'
 'vào_sinh_ra_tử' 'nơi' 'chiến_trường' 'Quân_khu' '5' 'ác_liệt' ',' 'ông'
 'Quí' 'về' 'quê' 'làm_ruộng' 'với' 'thương_tật' '4/4' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 1 0 0 0 0 0 0 0]
['Phân_cấp' 'thực_hiện' 'cổ_phần_hoá' '.'],[0 0 0 0]
['Những' 'ngày' 'ấy' 'vui' 'sao' '!'],[0 0 0 0 0 0]
"['Trên' 'ngón' 'áp' 'út' 'tay_trái' 'của' 'ông' 'là' 'chiếc' 'nhẫn' 'bạc'
 'mòn' 'đã' 'gần' 'gãy' 'đôi' 'do' 'đồng_bào' 'Tà_Ôi' 'Vân_Kiều' 'tặng'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Không_thể' 'kể' 'công_việc' 'đặc_biệt' 'của' 'mình' ',' 'anh' 'chỉ'
 'cười_cười' ':' '“' 'Đêm' 'qua' ',' 'khi' 'con' 'ngủ' ',' 'mặt_trời' 'đã'
 'mọc' 'lúc' 'nửa_đêm' 'đấy' 'con' 'à' '!' '”' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Ta' 'đặt' 'balô' ',' 'và' 'cười' 'luôn' 'được' '.']",[0 0 0 0 0 0 0 0 0]
"['""' 'Phòng_mạch' '""' 'chữa' 'bệnh' 'cho' 'cây' 'ra_đời' 'từ' 'đấy' '.']",[0 0 0 0 0 0 0 0 0 0 0]
['Bà' 'bán' 'quán' 'không' 'phát_hiện' 'được' 'gì' '.'],[0 0 0 0 0 0 0 0]
"['Điều' 'cơ_bản' 'nhất' ',' 'gia_đình' 'mình' 'là' 'gia_đình' 'lao_động'
 ',' 'cha_mẹ' 'mình' 'là' 'người' 'lao_động' 'và' 'hoàn_toàn' 'giác_ngộ'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Nước' 'họ' 'có' 'truyền_thống' 'sản_xuất' 'phục_trang' 'cho' 'nền'
 'sân_khấu' 'lâu_đời' 'nên' 'đã' 'thành' 'dây_chuyền' 'chuyên_nghiệp' ','
 'mọi' 'thứ' 'có' 'sẵn' ',' 'mua_bán' 'dễ_dàng' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Thành_ra' 'ở' 'quầy' 'thể_thao' 'hàng_hiệu' 'chỉ' 'thấy' 'toàn' 'giày'
 'tennis' ',' 'chạy' 'bộ' ',' 'bóng_rổ' '...' 'còn' 'giày' 'bóng_đá' 'xịn'
 'chỉ' 'lèo_tèo' 'vài' 'đôi' 'để' 'chờ' 'dân' 'chuyên_nghiệp' 'đến' 'mua'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Hà' 'cười' 'nhỏ_nhẹ' ':' '“' 'Có' 'năm' 'nào' 'về' 'đâu' '”' '.'],[1 0 0 0 0 0 0 0 0 0 0 0]
"['Tôi' 'được' 'Quân' 'giới_thiệu' 'cho' 'một' '“' 'thợ' 'bay' '”' 'tên'
 'Hải' 'hiện' 'đang' 'làm' 'DJ' 'cho' 'bar' 'cà_phê' 'S' '.']",[0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 5 6 6 0]
"['Không' 'một' 'ai' 'đọc' 'xong' 'mà' 'không' 'cảm' 'thấy' 'một' 'điều'
 'gì' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
['Chúng_tôi' 'lên' 'rẫy' 'giữa' 'cái' 'nắng' 'trưa' 'hè' 'gay_gắt' '.'],[0 0 0 0 0 0 0 0 0 0]
"['Đã' '83' 'tuổi' 'nhưng' 'bác' 'Sáu' 'Chí' '(' 'Nguyễn' 'Văn' 'Chí' ')'
 'hồ_hởi' 'ra_mặt' 'khi' 'nghe' 'nhắc' 'chuyện' 'Cách_mạng' 'Tháng_Tám'
 '.']",[0 0 0 0 0 1 2 0 1 2 2 0 0 0 0 0 0 0 0 0 0]
"['Tôi' 'luôn' 'thầm' 'nghĩ' 'rằng' ':' '“' 'Chồng' 'của' 'chị' 'ấy' 'chắc'
 'là' 'hạnh_phúc' 'lắm' 'vì' 'chỉ' 'cần' 'nhìn' 'thấy' 'nụ' 'cười' 'của'
 'chị' 'thì' 'mọi' 'ưu_phiền' ',' 'đau_đớn' 'đều' 'tan' 'biến' 'mất' '!'
 '”' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Minh' 'Sang' 'liên_tục' 'tung' 'các' 'cú' 'đá' 'và' 'đấm' 'nhắm' 'vào'
 'mặt' 'khiến' 'Lý' 'Bỉnh' 'Sâm' 'chao_đảo' '.']",[1 2 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0]
"['Những' 'giọt' 'nước_mắt' 'cảm_thông' 'và' 'hạnh_phúc' 'đã' 'rửa' 'trôi'
 'những' 'ngờ_vực' ',' 'hờn' 'ghen' '...' 'của' 'họ' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Gian_hàng' 'của' 'hai' 'ông' 'cụ' 'bán' 'những' 'bức' 'tranh' 'thuộc'
 'nhiều' 'trường_phái' 'hội_hoạ' 'khác' 'nhau' ',' 'chúng' 'đều' 'rất'
 'cũ' 'và' 'nhiều' 'chỗ' 'còn' 'bị' 'mối' 'ăn' 'mất' 'vài' 'chi_tiết' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['""' 'Rừng' 'xưa' 'đã' 'khép' '""' '.']",[0 0 0 0 0 0 0]
"['May_mà' 'hồi' 'đó' 'có' 'đứa' 'em' 'ở' 'gần' 'đây' ',' 'nó' 'cũng' 'mới'
 'sinh' 'con' ',' 'thương' 'thằng' 'nhỏ' 'nên' 'cho' 'bú' 'nhờ' 'gần'
 'một' 'tháng' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Lần' 'đầu_tiên' 'nhìn' 'bức' 'ảnh' 'trên' 'báo' ',' 'nhiều' 'người'
 'thậm_chí' 'còn' 'tỏ_vẻ' 'hoài_nghi' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Xâu_chuỗi' 'những' 'câu_chuyện' 'đó' ',' 'Nhi' 'thấy' 'không' 'lành'
 'và' 'tâm_sự' 'với' 'một' 'đồng_minh' 'là' 'Tuyết' '.']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0]
"['Chặng' 'đường' '7' 'km' 'mà' 'đoàn' 'xe' 'đi' 'mất' 'gần' 'ba' 'giờ'
 'trong' 'rộn' 'vang' 'những' 'tiếng' 'hoan_hô' 'reo' 'mừng' 'tên' 'Hoàng'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]
"['Khi' 'bị' 'tạm' 'giữ' 'tại' 'ổ' 'lắc' 'Linh_Chi' ',' 'trong' 'khi'
 'những' 'người' 'khác' 'cúi' 'gằm' 'đầu' 'trước' 'ống_kính' 'máy_ảnh' ','
 '“' 'bà' 'tá' '”' 'cứ' 'nhơn_nhơn' 'nhìn' 'thẳng' 'vào' 'ống_kính'
 'như_thể' 'không' 'có' 'chuyện' 'gì' 'đáng' 'xấu_hổ' 'đang' 'xảy' 'ra'
 '!']","[0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
"['Cho' 'cô' 'em' 'thuê' ',' 'cô' 'em' 'làm' 'vài' 'vụ' 'rồi' '...' 'biến'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Lục' 'Lạc' 'là' 'em' ',' 'và' 'còn' 'Út' 'Sương' 'là' 'vợ' 'Mười' 'Minh'
 '.']",[1 2 0 0 0 0 0 1 2 0 0 1 2 0]
"['A_Lưới' ',' 'Quảng_Trị' ',' 'Thanh_Hoá' ',' 'Phú_Thọ' ',' 'Bến_Tre' ','
 'Bình_Dương' '...' 'tôi' 'đã' 'đặt_chân' 'tới' 'những' 'nơi' 'này' 'để'
 'thăm' 'các' 'nạn_nhân' '.']",[5 0 5 0 5 0 5 0 5 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['""' 'Thì' 'cả' 'ông' 'lẫn' 'tôi' 'cùng' 'chuyên' 'bỏ' 'học' 'nên' 'sao'
 'ông' 'biết' 'được' 'tôi' '!' '""' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Không' 'chỉ' 'ông' 'Nuôi' ',' 'hàng' 'ngàn' 'hộ' 'dân' 'nuôi' 'bò' 'sữa'
 'ở' 'xã' 'Tân_Thạnh_Đông' '(' 'huyện' 'Củ_Chi' ',' 'TP.' 'HCM' ')' 'đều'
 'ủ_dột' 'như' 'thế' 'khi' 'nói' 'về' 'con' 'bò' '.']",[0 0 0 1 0 0 0 0 0 0 0 0 0 5 6 0 5 6 0 5 6 0 0 0 0 0 0 0 0 0 0 0]
"['Xong' 'cái' 'đận' 'học_hành' 'ấy' ',' 'xe' 'lại' 'chở' 'anh' 'Đặng'
 'Văn' 'Thanh' 'về' '83' 'Lý' 'Nam' 'Đế' '.']",[0 0 0 0 0 0 0 0 0 0 1 2 2 0 5 6 6 6 0]
"['Thậm_chí' 'có' 'cả' 'những' '""' 'cò' '""' 'tự' 'nhận' 'mình' 'chỉ' '""'
 'đánh_du_kích' '""' '(' 'tức' 'nghề' 'tay_trái' ')' 'như' '""' 'cò' '""'
 'Mười' 'H.' 'chuyên' '""' 'vịt' 'quay' '-' 'heo' 'quay' '-' 'gà' 'quay'
 '""' ',' 'tranh_thủ' 'những' 'lúc' 'đi' 'giao' 'hàng' 'hoặc' 'rảnh_rỗi'
 'chạy' 'tà_tà' 'trên' 'đường' 'gặp' 'khách' 'nào' 'thì' 'giới_thiệu'
 'khách' 'đó' 'cho' 'các' 'chủ' 'đất' '...']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"['...' 'Bốn' 'năm' 'nữa' 'Như' 'Anh' '“' 'đã' 'trở_thành' 'con_người'
 'hoàn_chỉnh' '”' ',' 'đã' 'có_thể' 'trả_lời' 'câu' 'hỏi' ':' '“'
 'Hạnh_phúc' 'là' 'gì' '?']",[0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Thế' 'nhưng' 'cuộc_sống' 'khó_khăn' 'lắm' '.'],[0 0 0 0 0 0]
"['Việc' 'cứu' 'nạn' 'từ' 'lúc' 'nửa_đêm' 'cho' 'đến' 'sáng' 'hôm' 'sau'
 'cũng' 'chỉ' 'vớt' 'được' 'bảy' 'bạn' 'thúng' ',' 'phân_nửa' 'còn' 'lại'
 'vẫn' 'biệt_tăm' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Thọ' 'ít' 'hơn' 'Phú' '2' 'tuổi' 'nhưng' 'học' 'cùng' 'lớp' ',' 'và'
 'hằng' 'ngày' 'em' 'là' 'trợ_thủ' 'đắc_lực' 'cho' 'anh_trai' 'mình' '.']",[1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Trong' 'lý_thuyết' 'về' 'tội_phạm_học' ',' 'những' 'trường_hợp' 'như'
 'Hải' 'được' 'phân_chia' 'vào' 'nhóm' '“' 'tội_phạm' 'phát_xuất' 'từ'
 'dấu_hiệu' 'đạo_đức' ',' 'tâm_lý' 'xã_hội' '”' '.']",[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Họ' 'khéo_léo' 'đến' 'Sài_Gòn' 'bằng' 'con' 'đường' 'du_lịch' ',' 'đang'
 'ở' 'khách_sạn' 'Continental' 'và' 'rất' 'cần' 'gặp' 'ta' '.']",[0 0 0 5 0 0 0 0 0 0 0 5 6 0 0 0 0 0 0]
"['Căng_thẳng' 'từng' 'ngày' ',' 'đói' 'ăn' ',' 'những' 'nét' 'mặt'
 'xanh_xao' 'như' 'không' 'còn' 'giọt' 'máu' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Chuyện' 'cũ' 'đã' 'xa' ',' 'tưởng' 'cũng' 'không' 'nên' 'nhắc' 'lại' ','
 'nhưng' 'những' 'gian_nan' 'thuở' 'ấy' 'thật' 'khó' 'mà' 'quên' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Diện' '...' '""' 'thể_thao' '""' ',' 'môn' '""' 'bơi_lội' '""' 'cười' '.']",[0 0 0 0 0 0 0 0 0 0 0 0]
"['Gà' ',' 'lợn' '...' 'các' 'loại' 'được' 'nhập' 'về' 'tràn_lan' 'và'
 'bán' 'công_khai' 'tại' 'các' 'chợ' 'mà' 'không' 'gặp' 'bất_kỳ' 'cản_trở'
 'nào' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Trên' 'thực_tế' ',' 'theo' 'ông' 'Võ' 'Thanh' 'Thái' ',' 'trưởng'
 'Phòng' 'Tài_nguyên' '-' 'môi_trường' 'huyện' 'Nhơn_Trạch' ',' 'đã' 'có'
 '170' 'hồ_sơ' 'đã' 'được' 'phân' 'lô' 'trên' 'diện_tích' 'khoảng' 'trên'
 '30.000' 'm²' 'đất' 'và' '""' 'ai' 'có' 'nhiều' 'tiền' 'thì' 'xây' 'nhiều'
 ',' 'ai' 'ít' 'tiền' 'thì' 'xây' 'ít' '""' '.']","[0 0 0 0 0 1 2 2 0 0 3 3 3 3 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"['Mọi' 'hành_động' ',' 'dù' 'nhỏ' 'nhất' ',' 'nếu' 'ảnh_hưởng' 'đến'
 'an_toàn' 'hàng_không' 'cũng' 'phải' 'bị' 'loại_trừ' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['điều' 'chị' 'Dung' 'mong_muốn' 'là' 'trong' 'các' 'cuộc' 'hội_chợ' 'tới'
 'sẽ' 'có' 'nhiều' 'DN' 'VN' 'tham_gia' 'vì' 'hàng' 'VN' 'có' 'chất_lượng'
 'tốt' 'không' 'thua' 'gì' 'hàng' 'Trung_Quốc' ',' 'Thái_Lan' '.']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 5 0 0 0 0 0 0 0 5 0 5 0]
"['Chuyện' 'đời' 'của' 'anh' 'Nguyễn' 'Văn' 'Kiệm' '(' '50' 'tuổi' ')' ','
 'ở' 'thôn' '1' ',' 'xã' 'Quế_Xuân' '1' ',' 'Quế_Sơn' 'cũng' 'giống' 'như'
 'bao' 'phận' 'đời' 'nông_dân' 'khó' 'nghèo' 'nơi' 'vùng_đất' 'bãi' 'bồi'
 'ven' 'sông' ':' 'nghèo' ',' 'ít' 'được' 'đến' 'lớp' ',' 'đến' 'trường'
 '...']","[0 0 0 0 1 2 2 0 0 0 0 0 0 5 6 0 5 6 6 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
"['Năm' '1956' 'hai' 'người' 'có' 'cơ_hội' 'đến' 'VN' 'trong' 'đoàn'
 'thanh_niên' 'cộng_sản' 'Pháp' 'được' 'Bác' 'Hồ' 'tiếp' '.']",[0 0 0 0 0 0 0 5 0 0 0 0 5 0 1 2 0 0]
['Con' 'đường' 'xẻ' 'dọc' 'biển' 'Đông' '.'],[0 0 0 0 5 6 0]
"['Hiền' 'tham_gia' 'thể_thao' 'không' 'nhiều' 'như' 'các' 'đồng_đội'
 'khác' 'vì' 'cô' 'phải' 'phụ' 'mẹ' 'kiếm' 'tiền' 'nuôi' 'em' 'ăn_học' '.']",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Và' 'mình' 'đã' 'vui' ',' 'lời' 'ca' 'lại' 'cất' 'lên' 'sau' 'những'
 'giờ' 'lao_động' 'mệt_nhọc' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Ta' 'càng' 'yêu_quí' 'cuộc_sống' 'đến' 'bao_nhiêu' '...'],[0 0 0 0 0 0 0]
"['Con' 'tàu' 'nổi_tiếng' 'một' 'thời' 'bây_giờ' 'đã' 'quá' '“' 'già' '”'
 'vì' 'dãi_dầu' 'mưa_nắng' 'nhiều' 'năm' 'mà' 'không' 'được' 'tu_sửa' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
['Đi' 'từ' 'khó' 'nghèo' '...'],[0 0 0 0 0]
"['Một' 'hôm' ',' 'Phú' 'thấy' 'bọn' 'trẻ' 'trong' 'làng' 'mang' 'cặp' 'đi'
 'qua' 'ngõ' 'nhà' 'mình' ',' 'em' 'hỏi' 'bố' 'các' 'bạn' 'đi' 'đâu' '?']",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"['Những' 'nhũ_đá' 'hình' 'con' 'tôm' ',' 'con' 'cua' ',' 'con' 'cá' 'còn'
 'mềm_nhũn' 'có_thể' 'đưa' 'tay' 'bấm' 'vào' 'được' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
